source,target,label
1630843,50412,0
245052,943428,0
1003214,535819,1
513566,1665430,1
1328910,871016,1
1235801,1694222,0
150883,577602,0
1672292,218678,0
252840,1441757,1
904209,1266944,1
1695095,731858,0
101381,1673978,0
572258,853458,0
1069213,83190,1
251447,1141334,1
1702807,537025,0
1678050,871690,0
844085,382143,1
1386512,363464,0
592122,369332,1
1415984,500855,1
141668,595066,0
1349555,842586,0
193856,1062283,1
1307329,697410,0
1434664,963030,0
1396214,1109764,1
321967,1308253,1
302883,67385,0
610610,800658,0
1152733,285328,0
908810,771375,1
1166626,822258,1
1620767,606945,0
617512,1466556,1
227808,732383,0
1184178,460853,1
114381,147776,1
690138,812075,0
1378538,676393,0
1512460,1037450,1
1336157,260414,0
1556999,164501,0
1471982,618854,0
100258,1046412,0
1264776,972022,0
791756,216279,1
747366,835311,0
305279,656557,0
341673,524854,0
945879,966658,0
657584,1404277,1
162446,1668702,0
514053,696882,1
100258,822866,0
393859,1630741,1
1418948,1665028,0
575227,1199780,1
1622199,1709635,0
1157198,300048,1
95720,648335,1
596528,67435,0
212125,1599424,1
1027895,1687368,0
311239,666533,0
1560722,205677,0
1070672,9537,1
1531103,235295,1
839221,840733,0
1375081,464213,0
1562014,877984,1
1012382,1631779,0
1505236,782428,0
62861,630444,0
1049482,264174,0
1572336,607800,0
572221,1572336,1
379494,668930,0
868863,991210,0
2588,511317,0
298578,428495,0
1331041,1671556,0
1664320,793158,0
882546,968994,0
289189,775967,0
505498,836950,0
1016379,239693,1
546855,1415977,1
1116961,656619,1
148297,1205350,1
179290,1586414,1
396222,704013,1
561172,564635,1
1043781,739317,0
1214477,1607772,1
392954,537399,1
1073520,1060834,1
1122053,930089,1
1607457,744855,0
1565527,805648,0
1395378,1056891,1
1636747,39625,0
1227585,1192532,1
417613,425975,0
221165,676103,0
31361,1554913,1
721043,794894,0
325726,1661674,1
875750,1615453,1
676393,385675,1
1246853,1073456,1
1666745,392954,0
1671556,694836,1
1008740,1617018,1
378590,635118,0
212125,1373433,1
930916,552700,1
337252,362217,0
212125,863951,1
879708,1419662,1
683070,1687368,1
904209,1432872,1
11293,794894,0
127271,1462866,0
125338,480422,0
360876,1354177,1
274693,828864,0
1556388,594606,1
1165225,910411,0
1013454,228702,0
56232,145223,1
1034798,117228,1
1362905,647602,0
1489786,361485,1
831904,847092,1
1542188,377169,0
405514,469421,0
1445758,1575053,0
363100,1693679,1
338978,905178,0
1473502,752847,1
1548315,1651880,1
1544841,22052,1
210268,1620120,1
325918,1138942,1
1192574,442833,0
180931,156993,1
1544831,973202,0
1336974,300285,0
877829,334053,1
251447,881068,1
621286,1173682,1
1445947,169951,0
658852,933463,0
408932,584666,0
682562,991043,1
1345814,501456,0
31361,647073,1
482090,1362795,1
1391963,1435593,1
414586,577325,1
515983,68473,0
1336703,801697,0
196480,470020,0
325918,552523,0
1115917,875462,0
1094005,1331825,0
93918,1544530,1
1068377,1506474,0
1199968,443765,0
1531103,1407674,1
97576,1479714,1
354605,1117361,1
171248,307303,1
103474,749172,0
383479,562326,0
148019,1629124,0
499599,739653,1
1647505,630794,0
55034,782119,0
411179,750923,0
1380562,50512,0
1038461,1345644,0
1329794,1307329,1
118918,25574,1
330621,1711965,1
148297,576472,1
581138,834224,1
1407022,927512,0
1266822,105561,1
618216,890390,0
485247,524498,0
1365897,280473,1
1130375,417075,0
472986,1358004,1
1164923,905178,0
252131,515983,0
1264776,1660934,1
1704813,646534,0
621099,992799,0
924006,197107,1
1277699,354249,0
1328746,157224,0
1704813,4442,0
191117,195969,0
1159377,1680984,0
1372583,823829,0
1184339,1522455,0
1222419,1276095,0
1374516,462074,0
584129,1235934,1
960426,898292,1
698200,1329667,1
1670383,1332879,1
1123248,848772,0
1184327,392787,0
1174921,711719,0
575109,293522,1
1579028,717380,0
1159586,1635279,0
1281029,862092,0
879708,1691789,1
762471,1134546,1
1471676,912706,1
1544562,831965,0
232575,572301,0
179089,1504678,1
959219,125243,1
1392045,430757,0
430071,553896,1
1515030,316,0
702501,1173955,1
430071,1003214,1
239676,500635,0
191117,484718,0
106665,775967,0
245291,742719,0
657742,746570,0
1156443,1345396,1
1053285,240022,0
1492231,593625,0
930916,1209581,1
1215634,218262,0
592122,875987,1
480762,765713,0
527592,769493,0
1332879,1559619,1
252291,1629472,1
1031381,817198,1
516898,1571739,1
1193145,788454,0
168554,168085,1
863794,902781,1
1475804,883623,0
1087689,429327,0
1024753,1284916,0
1059323,1254454,1
1383793,158103,0
647508,7794,0
873904,103771,1
805098,1299177,1
1661420,614955,0
1172405,329476,0
1107093,354962,0
1535378,593220,1
492338,113714,1
1285266,520918,1
1579038,764781,0
513631,739317,1
1514849,393173,0
1181406,796944,1
1294618,768820,0
31361,1476144,1
1359123,1333180,1
657584,727423,1
156609,325706,0
103700,817086,0
550971,724484,0
393163,791533,0
116076,838287,0
168088,1267952,1
1517860,1414117,1
1607458,112197,1
520487,897568,0
535973,636504,1
464926,782428,1
1537990,463453,0
437629,1421289,1
422877,777162,0
405514,579010,0
1000919,1432489,0
584379,1099048,1
773863,902173,0
272804,356518,0
1279727,1585465,0
865723,409844,1
1064276,1275196,0
524602,960094,0
1056891,498743,0
245552,270093,1
356563,103474,1
1403183,434217,0
1589554,931385,0
1302587,323775,0
1508871,27038,0
1192574,808745,0
861766,356518,1
514053,304653,1
1518215,192864,1
469740,917886,0
555520,821708,0
1595566,388726,0
1245288,302650,1
1565527,79733,1
1092006,584129,1
1210468,915752,0
54088,862092,0
126430,960249,0
721799,1351935,1
444434,1677926,1
1233651,1338188,0
488967,651449,0
210003,987641,1
158103,293505,0
864779,1123210,1
486181,730032,1
844212,947232,0
492338,1002538,1
287971,99671,0
1113977,143086,0
1021492,13327,0
119305,1479371,1
1180716,718315,0
259931,313333,1
1370690,581396,0
1304884,1629472,1
760470,843224,0
329709,1006152,1
539463,970354,0
723262,1304884,1
1389088,535973,0
1029033,1693306,0
915752,919827,0
828011,1371519,1
1500428,1564801,0
1647505,943198,0
1006279,766208,0
1339232,1335289,1
1533267,1396217,1
854167,891454,0
1661531,661832,0
1661296,283395,0
240116,55827,0
463108,1497900,1
1075930,1442483,0
1055931,1329212,0
591019,85974,1
586335,972818,0
1264776,459666,1
1663980,23517,1
293505,474473,0
1003214,1459462,0
288675,1619769,1
1632431,718203,0
533648,1051810,1
864779,417554,1
633690,27307,1
628865,1637358,1
139407,147094,0
1683203,1454658,1
1702807,794894,0
1663980,741685,0
1636585,73087,1
1535378,334053,1
1628306,897407,0
1045271,1217724,0
1422191,852307,1
848400,934034,1
537310,250903,1
337101,398624,0
1555106,400767,1
1523928,492888,0
716443,307303,1
518283,99478,0
576472,713787,0
182944,527592,0
270774,1369265,1
1086720,1403183,1
61802,99089,1
1374330,425975,0
495185,1202449,1
546855,111524,1
1365774,72506,0
828011,1693679,1
1017874,873904,0
339956,524498,0
1074016,1080776,0
1009888,463482,1
1453433,69235,0
834224,414586,1
1119678,522248,0
398624,892008,1
721799,349349,1
185697,113255,1
1256284,1706871,1
539609,877045,1
54468,1627285,1
1279484,236268,1
344592,388560,1
853064,393173,1
40605,989120,1
1508871,1645967,0
594445,537399,1
1445758,352763,0
111266,463482,1
1221915,1327872,0
513579,859817,1
203583,360067,1
240541,331912,0
517513,744495,0
414586,371176,1
467619,219016,1
1108262,143086,0
1454985,744855,0
363100,629622,1
1535660,728524,1
1193060,931251,0
1223701,251311,1
1144988,1195815,0
787767,878954,0
222438,460335,0
1670156,52397,1
1274371,186105,0
796775,647819,1
1140475,12265,1
1327190,854789,0
50346,754499,1
52397,589767,1
463108,171248,1
118918,528740,1
645225,826956,0
137746,450866,1
1649539,1672087,1
856913,991166,0
514053,358817,1
126430,577347,0
1661531,787767,0
247840,369969,1
1378584,156993,1
379494,325820,1
1232303,834982,0
1370030,205792,0
321967,1181506,1
1197237,956128,1
868401,1183141,1
325726,62583,1
701974,1438187,1
38456,959487,0
1381738,1604501,0
1388844,880903,0
853337,346215,1
499599,819310,1
1261941,545184,0
1663980,879646,1
387783,1314432,1
1288650,141217,0
1262396,617467,0
1282616,1297834,0
408727,1403183,1
254959,670318,0
585511,280473,1
1515030,162552,0
363264,883200,1
709475,1429431,1
1099477,219775,0
796775,845047,0
52623,1228040,1
1414117,1616693,1
1473051,535782,1
1421824,48270,0
566838,552700,1
1021419,357085,0
1484444,520396,1
1537056,699122,1
966986,579282,1
1529270,253206,1
1176775,1223701,1
1483744,519313,0
464921,1307329,1
1115327,954312,1
1017249,1336239,0
1173249,880472,0
164331,768820,0
1302202,297775,0
1017249,845719,0
1173253,869256,1
1153276,255769,0
127812,1632492,1
444434,690138,1
814961,103095,1
1037450,1529270,1
362887,672024,0
1490171,932064,1
1430384,1155813,1
1606928,1165225,1
121676,943198,0
1194948,1349555,0
874509,479415,1
830252,1140844,1
33262,1419591,1
1547551,761446,0
309862,260837,1
1681530,819916,0
136410,48270,0
904209,168554,1
808745,368935,1
1486976,822866,0
1168610,1606825,0
680359,972795,0
519357,836444,0
330621,1693530,1
1486976,1449274,1
1068632,1236894,1
1586442,1191380,1
1583529,515223,1
330664,92373,0
1442586,224861,0
278716,351216,1
199072,392954,0
212125,1444382,1
1180133,595066,1
1689969,815659,0
1315970,756766,0
947232,463482,1
360067,646711,0
1565433,631250,1
1184178,460172,1
1247538,1482315,1
1372747,518283,0
1152733,777162,0
135239,622872,0
1333428,1555106,1
1702807,1529270,1
621658,815149,0
770296,875462,1
1213478,839722,0
1115327,8563,1
1694222,849426,0
1516086,985058,0
937150,163192,1
1130375,313333,0
1345575,1552383,0
60206,392954,1
443765,552755,0
114381,183673,1
539456,1648054,1
1518282,950150,0
1055931,953423,1
42170,680819,1
1175335,68353,0
519357,62953,1
493243,1205412,1
801173,1693679,1
325726,761446,1
909692,408932,1
118918,1646461,1
1635581,59275,0
454935,552904,0
1062262,264174,1
153662,380279,0
457301,702758,0
113255,1362795,1
463453,560292,0
116755,1470730,0
1021640,1180133,0
817086,843669,0
784378,847692,1
212125,1278841,1
734301,721043,1
374216,585814,0
864779,839263,1
444434,746295,1
1108958,1476007,0
379494,99843,1
212125,146152,1
58142,232794,1
312867,556839,1
1150231,1334805,0
68473,899680,0
1574918,769493,0
533024,1340324,1
1140844,128255,0
191924,623037,1
1300492,1338188,0
1334439,577279,0
1106379,1445947,0
201002,240179,1
231120,1566300,1
111266,1543342,0
1677321,850187,1
298188,709475,0
1279484,847951,0
493243,1020652,1
1233651,1403183,0
890390,584666,1
145625,546443,1
1172405,26421,0
463108,860226,1
381113,1132801,1
101604,1578971,0
1484643,88837,0
253058,631246,0
141263,715884,0
273513,440234,0
354605,1071436,1
53091,791884,0
107686,564790,1
513232,973435,1
1629057,192242,0
1333883,580082,1
1213478,260,0
138491,99478,0
1395146,42170,0
1302943,821966,0
107510,1282168,1
81196,278380,1
512215,258227,1
1706871,227841,0
303079,1091129,1
131848,767939,1
769440,811524,0
474309,621658,0
1480528,431317,0
1678791,383479,1
293505,845047,0
444434,1508847,1
141668,730500,1
53103,649253,1
1438187,1712169,0
317903,210769,1
1473329,519313,0
1535577,360229,1
157911,432287,1
1422133,492570,1
1487933,103817,1
1410903,984945,0
580753,63797,0
1246853,1584812,1
447699,551506,0
1438187,895292,0
1245375,374096,1
70786,828864,0
118918,1145785,1
1573753,1557410,1
853378,440234,1
643109,864043,1
1426037,733489,0
585061,877984,0
922970,381113,1
1112862,1566300,0
1009334,242616,0
533507,1454955,1
1143908,717060,0
389766,754905,1
1425266,1651880,0
657742,374096,1
847692,710507,1
44687,739653,0
330621,866812,1
328775,893020,0
1585023,271697,0
105103,168043,0
1050564,1109832,0
223708,746570,0
1581593,458221,0
1117361,229625,1
444434,1661717,1
1256284,304033,0
1252350,728524,0
251447,679513,0
1050564,1164115,0
180517,317688,0
1068377,784972,0
853458,1139958,1
136410,1370353,1
1063826,1455725,0
694836,102589,1
1141805,13815,0
417546,690386,1
1043597,1331185,0
1350893,367509,1
258327,190228,1
883200,826956,1
1683887,68383,0
400836,723262,0
1606928,557965,1
268456,475623,0
1359123,1604501,1
864779,1372817,1
1166626,1381292,1
330621,101659,1
54468,1294736,1
1068632,1397566,0
1683887,152357,1
1038740,1118661,1
1201793,54088,0
68739,9222,1
1109019,498594,0
1326148,845047,0
668076,829147,0
398624,1615507,1
463108,1324816,1
1692109,174078,1
98885,556755,1
1429431,168088,0
1625862,833096,1
60737,840898,0
1254976,491379,0
674691,555921,1
1584812,695052,0
1425266,604515,0
328775,393384,0
1147885,982523,1
1522296,70546,1
1703553,434002,0
1663980,927512,1
1246323,519530,0
444434,63654,1
1285001,146667,1
1035836,103771,0
114381,1581397,1
1160777,138875,1
116755,1375081,1
414586,1647500,1
321967,1243512,1
533507,424110,1
60737,922970,1
610610,42968,1
1307329,1677934,0
1140475,702758,0
114215,417613,0
1661531,566026,1
1106644,1654606,0
1613879,1702807,0
1222419,388560,0
1672087,317903,1
776283,1122737,1
1062262,1484643,0
1672743,657584,0
1096291,783440,0
394045,960114,1
1350893,840898,1
1216169,13956,0
1197237,88669,1
147094,1632323,1
879708,878273,1
1554982,474473,1
395677,601263,0
366654,668076,0
1650438,56024,1
475667,351216,1
1107607,417554,1
1318960,407433,0
203424,498495,0
489671,491379,1
535819,1537344,1
1555386,534558,1
783907,492814,1
73087,884299,1
124710,772728,0
1008929,301349,1
299560,871690,0
1574430,354383,1
581138,330664,1
1482315,156581,0
1371519,1473051,0
1679648,190073,0
537399,1356285,1
739784,354383,1
339801,112197,1
1222248,1468486,0
1246853,589767,1
1356166,1524164,1
1606516,1537056,1
1454012,880120,1
1078249,752120,0
711719,815659,0
108632,1511881,0
145625,655972,0
548480,383091,1
1049661,305279,0
379494,210268,1
1133865,119614,0
1260502,95720,1
315281,750221,0
1103935,1674954,0
1240777,164259,0
1468922,555921,1
1678406,547159,0
475667,258327,1
23685,1190288,1
856722,977883,0
499433,1153109,1
1579028,542661,0
28578,1160808,1
908810,84922,1
984103,1437367,1
734301,102542,1
493313,92756,0
875986,572301,1
1357909,1555386,0
1116961,753242,0
890874,171145,1
139730,423392,0
1586358,389041,0
120268,1281869,0
560609,1666268,1
362217,267255,1
11458,863951,1
156609,682562,1
1669644,372523,0
145469,68023,0
227808,573361,1
403726,79983,0
359699,675843,0
457301,700851,0
430071,1382862,1
913155,487906,1
1693306,802292,0
379494,807321,1
1223701,620443,1
960114,851273,1
1357909,1470730,0
802331,1194684,1
535973,1278138,1
890884,745102,1
212125,518283,1
1618338,768820,0
193856,73087,1
79599,500855,1
1333715,429272,0
954963,1339232,1
1668620,1285001,1
329709,648555,1
1659183,102589,1
554007,860283,1
519255,1330473,1
212125,814961,1
1351935,560609,1
258327,464844,0
103675,801173,0
212125,1387741,1
1345575,614007,0
187703,460335,0
1111284,692052,1
1187040,12408,1
189746,364605,1
1059323,1112862,1
1115327,299249,1
442964,180517,1
330621,375671,0
1400829,670885,0
1488488,1443377,1
862108,464213,1
704425,424110,1
618753,839599,0
344012,485247,1
306210,482090,0
636504,1396217,1
1024172,710261,0
570386,1619477,1
1034494,1272802,0
1221327,1510188,0
1307329,1397689,0
1349187,948537,0
437629,1380562,1
1158029,197107,1
1368108,773217,1
848694,1093842,1
1246853,953173,0
1398350,792137,0
211741,811989,0
1002523,933702,0
721059,97253,1
1176775,1329852,1
1357909,299249,1
822866,1694203,1
1049538,1508847,1
60206,682381,0
1034146,581105,0
1674686,853158,1
1038740,383479,1
260813,713659,0
796944,789650,1
134122,448100,0
1668702,308700,1
1134546,1022971,1
1356166,208747,0
432579,302650,1
1202449,330621,0
1158468,1238354,1
1042207,409095,0
113860,1486976,0
1683203,1501488,1
726890,1572986,1
950921,1100746,1
1075246,125534,0
169951,914228,0
103771,1111263,1
1528707,946503,0
1135933,1168967,0
534983,442964,1
1188609,1009888,1
62583,761446,1
458139,1333883,1
360229,516492,0
1603624,1557237,1
1668620,904209,1
745102,657742,1
1173955,1454985,0
1524880,497712,1
428161,506387,1
1581397,724484,0
180549,1440763,1
430412,503250,0
112172,308978,0
991210,493243,1
580082,459239,1
1134335,56968,0
610610,930657,1
1184178,1615686,1
160037,1269308,1
499599,995121,1
302909,802292,0
63880,712780,0
1046412,1083876,0
499599,980441,1
141668,1498963,1
548480,1432489,1
1351842,45221,0
886368,847782,1
1670383,1370353,1
1668855,227808,1
1661717,265648,1
621286,1193060,1
1068632,457428,0
1055897,863742,0
1678050,700553,0
212125,911034,1
1382862,505357,0
122341,897568,0
291513,363100,0
1684255,854216,0
1470730,959677,0
1106644,1297834,0
1029374,81196,1
1152733,890874,0
138491,462154,0
1295685,14929,0
584129,85974,1
1227585,752916,1
1461328,475667,0
1267976,400836,0
264601,869828,0
107907,111524,1
386161,674691,1
1394935,614554,1
1454147,1632490,0
1692469,549985,0
940124,291244,1
422319,550322,1
308258,515706,0
1424072,402797,0
1163008,948537,1
1223701,356971,0
463454,561172,0
1631779,1023856,1
12265,822258,0
1055554,954582,0
419761,432063,1
1348843,933344,0
452887,537080,0
1302262,519255,0
648555,1615453,1
1653767,287910,1
431088,251447,1
126430,1562116,0
766102,427966,1
459239,1566014,1
745102,866812,0
1165179,1408298,0
474997,739653,0
559552,305279,1
892847,954934,0
723262,1082766,1
1650438,1693530,0
183555,1060834,1
116108,473613,0
709475,527592,1
1670181,558940,0
1176166,616822,0
1351842,1178301,1
1475804,614955,0
452532,984103,0
959219,429272,1
449428,567491,0
182944,696990,0
330621,36135,1
668930,631755,1
127812,562842,0
1166626,1195815,1
768508,1469706,1
28578,1036425,1
1454955,955392,0
1531103,866151,1
1169568,1158382,1
647789,891191,0
1629124,656731,1
1282224,1426708,0
676111,946503,0
1274371,1380057,1
428161,1263783,1
1575053,805053,0
403726,746964,0
1304434,400010,0
1618245,1150171,1
1281731,631702,0
607060,487680,1
527120,537439,1
1445407,1464940,0
944050,954963,0
548480,550562,1
1149206,621286,0
1331041,1612623,0
1143669,38694,0
593625,392156,1
1057820,1635754,0
1422501,366921,0
1391963,474093,0
1087689,1367552,0
1156241,1563384,0
1240995,1117361,1
1274173,878995,0
1368331,645225,0
1534319,24518,1
1167054,874509,0
1242887,96421,0
1665105,1303797,1
1445313,711719,0
1489786,548495,0
1359123,92417,1
904211,1131892,1
1278613,1568596,0
1243554,1661720,0
11387,760595,1
1466407,507609,0
1178137,827889,1
1350893,1606516,1
257526,1331041,1
494157,1496033,1
493243,571031,0
1166626,555676,1
1584812,52397,1
1461291,631755,0
360818,584129,0
571222,785257,1
1112183,562326,0
1027359,1423484,0
1183494,171248,0
1429431,618584,0
1278613,1339568,0
1392760,564331,0
1168699,1596509,0
666773,1536728,1
585058,947388,0
1278138,401109,1
794181,1371962,1
1364458,950776,1
864779,651449,1
145606,1425266,1
1663980,331740,0
231120,557970,0
1000919,769493,0
1337018,1520642,1
161784,672068,0
549985,859817,1
610610,361485,1
535973,903912,1
234904,475747,0
1262764,503250,0
1374092,686909,0
417546,704013,1
1477768,661226,0
464391,1537990,1
131717,1682147,0
566717,988682,0
1512460,565287,0
1091264,137728,0
310144,268239,1
1253076,1292528,0
1112862,1258611,0
1661717,896316,1
1045272,1116378,0
513566,759967,1
247840,100985,1
1684222,1240995,1
1171982,1304069,0
1375307,1692715,0
507609,577325,0
1244867,47791,0
131310,1373433,1
1533267,556755,1
1186383,183673,0
1074444,1425266,1
969577,821475,1
1014021,657742,1
1695836,195023,1
821708,935190,1
1580590,309490,0
1245433,498722,0
805098,864779,1
330664,997981,1
1014873,1459462,0
1414299,1444604,0
728524,858121,0
1364458,1653038,0
59461,729021,0
946916,122230,1
1674686,308978,0
1615453,379161,0
112993,1057778,1
795268,575664,1
253809,444507,1
554186,359961,1
554379,503536,1
1068306,19104,0
1536746,1544831,1
28111,950472,0
171248,1122574,1
379494,850052,1
795834,475623,1
1055931,1404472,0
280644,836742,1
1663980,189033,1
933702,937789,0
1445758,984945,0
513232,1518063,1
218262,856104,0
1698634,512788,0
875462,934034,0
1100249,1392478,0
346215,510987,1
1552022,322550,0
251447,808510,1
1118659,1574956,0
566026,1489786,1
1037800,1670383,1
1186376,12768,1
1684255,954312,0
1585465,956128,0
226628,844625,0
398624,330621,1
444434,1529270,1
1067683,966986,0
647508,879708,0
1555386,118918,1
1141334,616603,0
42170,183673,1
255975,240541,1
134122,1362562,0
338955,56968,1
862572,409877,1
330621,187899,1
1440439,625384,0
1458721,288299,0
494651,527683,1
778142,197107,1
1060779,912416,0
40948,622515,0
744495,828864,1
831379,616747,1
1327408,758786,0
690405,744055,0
1700369,1297467,1
1504678,556375,0
398624,175533,1
554379,801173,1
1689969,706670,0
1668620,72246,1
1503969,1123248,1
280211,903209,0
1115327,190611,1
115483,848733,1
710261,228271,1
535973,1073456,1
1418160,290767,0
1345814,972112,0
1359123,864779,1
388560,1645414,1
256375,580753,0
634644,1635754,1
148193,868863,0
1396558,1604501,1
585058,897283,0
79860,834981,1
1667394,245552,0
560609,492570,1
1158468,607404,0
1055931,968049,1
82225,1100249,1
1166626,293505,1
1093842,1305932,0
334053,1471982,1
1574975,1267052,1
107907,1544562,0
1535383,793311,0
275140,49448,0
289108,177842,1
1619920,178590,0
407433,191924,1
23517,834793,0
566838,605018,1
1075559,1489476,0
1365137,61997,1
103771,1315970,1
1555386,750955,1
1299820,638468,0
408727,853760,0
317836,1007956,1
240116,952365,0
1423350,463453,0
427265,571222,0
382180,624100,1
1422133,459571,0
1227201,99478,0
1202449,1216169,0
534983,592314,1
156609,810601,0
1334510,1613879,0
1680243,728524,0
1419406,791307,1
812738,141662,1
161784,363706,1
276629,400767,0
304248,650568,1
114488,1553339,0
1632323,1692109,0
1471982,90394,0
1084452,1140844,0
933463,991396,1
308080,987641,1
1278613,768820,0
1423239,1566300,0
527683,459239,1
1661717,216279,1
593145,958423,1
1008740,1279727,0
1513684,1618338,0
460978,930657,0
375104,589767,0
280211,282797,0
1043781,1593631,0
746295,76494,0
148193,1522296,0
577347,898826,1
429955,1349187,1
475667,1195815,1
1418455,69235,0
334053,1100095,1
1599424,98179,0
432063,581396,1
58142,175213,1
1222248,389158,0
1496206,1118659,1
1200243,466583,0
1492231,401109,0
1143669,1476144,0
1631492,746003,0
454681,529947,1
1502116,614007,0
1181406,865858,1
83190,952365,0
670318,196244,1
285694,592483,0
216533,464009,0
150184,1321801,1
509999,950472,1
1049482,393384,0
1507606,305279,1
1009061,1428430,1
1278138,629622,1
1157576,732293,0
670885,734301,0
1518063,359877,0
107818,808416,1
1195815,698935,1
472986,1613443,1
1663980,1186383,1
1111284,1387862,1
834224,837651,1
1333883,1183609,1
58142,1695010,1
365027,409586,0
1329794,460335,0
1336703,607404,1
1071436,1141595,1
170084,302677,0
1206159,1359310,0
622872,351166,1
495185,1415541,1
734301,1156443,1
1182245,1081480,1
958798,991025,0
920654,819319,1
1681530,689449,0
1190082,88158,0
354605,444352,1
113255,369916,1
1616775,183673,1
1186376,1553770,1
1632302,801697,0
1202895,956356,0
1246853,352417,1
1302262,1335289,0
1684222,1444447,1
953423,222438,1
1631659,566717,0
1351935,1654591,1
160037,67727,0
812435,520918,1
947485,754994,1
1533267,378590,1
330664,251750,1
386161,618163,1
1512588,983247,1
1457127,369332,1
1235801,1260796,0
1052186,264641,0
1083659,649253,0
1183494,1371519,1
354605,1371962,1
444507,1089895,1
252840,1555386,1
852899,911269,0
252467,880903,0
1348843,931385,0
1089867,389041,0
240179,352417,0
898,579453,1
864043,1489476,1
274002,288299,0
1269931,1476007,0
534983,769440,1
442964,111870,1
397395,994536,1
1585465,51375,0
1435593,354735,0
304248,392383,1
465906,68383,0
1269248,247840,1
383128,882546,0
1230641,534771,0
1029374,977883,0
1543174,709475,1
1654723,462074,0
721799,1704756,1
876107,189746,1
1094442,468707,0
107510,339765,0
1087051,1324545,0
127518,1448009,1
288517,795268,0
513676,861476,1
1593631,1671105,0
1059457,852287,0
1656721,38092,0
1359123,761735,0
1337148,801173,0
1574259,566234,0
1309236,769354,0
1510188,47309,0
1169334,388129,1
580822,991973,0
1616775,516383,1
682381,70546,0
1021492,945221,0
221165,1541064,1
326469,806386,0
353356,469421,1
65266,873904,0
299960,856913,0
1158468,585814,0
648335,862279,0
1693679,321967,1
551801,802292,0
1118159,1275808,0
563731,148223,1
1195815,1697124,1
968355,833096,1
98885,629622,1
1362905,1613443,0
129637,1034626,1
177842,807866,0
1125194,124710,0
139416,752120,0
103700,510987,0
575664,581683,1
336941,1303797,1
222179,377959,0
288675,74673,0
482319,545184,0
256375,1328146,1
1432489,677547,0
254398,959343,0
708886,727485,0
843224,112104,1
1504101,1252350,1
103675,521325,0
1705410,250899,0
269233,360818,0
111266,575664,1
107686,1471676,0
779830,945221,0
1213108,503877,0
171248,992143,0
714904,1666268,1
252131,1150171,1
1214013,1228169,0
808510,1027542,1
871690,897407,0
903059,272804,1
61802,1672087,1
567491,251750,1
1005482,761869,0
691107,876107,1
1602344,760595,0
1313503,122230,1
1301765,1479540,0
1094322,1144140,0
1639054,168085,0
1260502,321350,1
811989,850431,0
103675,190668,1
1663980,1175335,1
330664,330965,1
231487,51711,0
150883,802033,0
1684222,556755,0
661226,932924,0
1260118,1292528,0
1650438,801173,1
1237251,69641,0
1684222,1611622,1
572221,66641,1
1122053,522435,1
303213,375671,0
533507,587803,0
1562014,811989,0
447699,948888,0
1351693,565287,1
1537990,377513,0
1071085,1209373,1
1017874,1673952,1
1274371,358817,1
408601,920654,1
232607,382143,0
1233315,1422501,1
175213,821806,0
141217,991043,0
524514,931674,0
1269931,548495,0
1710638,551801,0
890861,417075,1
1528228,88158,0
1055554,374216,0
1490171,299909,0
379494,1231463,1
666773,241424,1
393384,141556,1
492338,656557,1
40568,285694,1
356317,179320,1
944801,363100,1
180931,1081766,1
1175559,536907,0
898,1442483,1
1323614,1652753,0
1294736,1034609,1
1205456,507609,1
1126572,1579414,0
546443,885422,0
1378584,1230641,1
1531103,754905,1
255769,239868,1
475667,659307,1
1573558,393384,0
1106644,921079,0
352417,1584812,1
657584,404928,1
1380562,1682766,0
19793,377516,0
1034829,384529,0
1232402,1629057,1
444697,1002538,1
802033,1512460,1
658852,817086,0
308258,758786,0
659406,733537,0
1071085,896968,0
408727,232505,1
174078,1565527,1
890390,946916,1
1118661,21597,0
585511,850187,1
1346120,257046,0
1599682,272804,0
906565,560609,1
1444110,55827,1
1159231,412635,0
1143613,232062,0
1086720,897407,1
1492231,1568712,0
1158468,1705410,0
1140755,1254454,0
1419406,386161,1
475667,1666028,1
497548,647789,0
1473502,250903,1
1700221,62054,0
1463424,1243512,1
645236,678758,0
524514,613819,0
1034626,93471,0
1088800,11777,1
1696571,745478,0
1263543,567331,0
1673978,670497,0
729021,390590,1
1030666,665181,0
252291,922120,1
39987,474093,1
1629966,1173955,1
101609,1284942,0
788419,128255,1
309862,597295,1
1013252,898826,0
1502464,1428430,1
1025318,705227,0
1417095,464844,1
116755,513631,1
1367552,1468830,0
1062262,257526,1
31361,99671,1
1565433,62953,0
190228,859807,0
566838,1259691,1
1102277,1394801,1
411179,779963,0
548674,549807,0
52623,633170,0
1058828,1153109,1
137746,850431,0
1295685,612812,0
1256256,150184,0
119305,460172,0
500256,99671,0
1545595,351216,0
1233315,617990,0
107818,973262,0
480292,183673,1
778142,1100746,1
451397,122807,1
393859,567333,1
1324815,260837,1
1221327,303363,0
1656696,492814,0
554007,9222,1
566838,5212,1
1650438,535973,1
363264,618854,0
859817,827369,1
1104216,1623385,1
2588,807321,1
42170,1603811,1
1080776,1591145,0
1375081,1683207,0
156609,935190,1
1069213,657584,1
1603298,386008,0
721059,1515030,1
416553,590677,0
1272054,1136198,1
1360426,1445977,0
778142,203094,1
1273533,446115,0
1158565,56689,0
716443,1088800,1
801173,636504,1
1194159,817086,0
